"PersonId","PeopleHistoricalId","userPrincipalName","displayName","SpendingPolicyId"
"da78db16-ba37-2a8a-919a-6138336ecef7","da78db16-ba37-2a8a-919a-6138336ecef71769731200","benedict.hawksworth0045@contoso-health.com","Hawksworth, Benedict P","80062a9d-3f39-5601-897e-c676a66867df"
"d155cd22-2940-182d-097b-630d8d425a08","d155cd22-2940-182d-097b-630d8d425a081769731200","percival.holbrook0046@contoso-health.com","Holbrook, Percival J","80062a9d-3f39-5601-897e-c676a66867df"
"ded48172-1f0e-4bbe-db4c-62453632a1bc","ded48172-1f0e-4bbe-db4c-62453632a1bc1769731200","fitzwilliam.elphinstone0047@contoso-health.com","Elphinstone, Fitzwilliam A","80062a9d-3f39-5601-897e-c676a66867df"
"e069eb75-a28f-4df1-8353-eb1972d00883","e069eb75-a28f-4df1-8353-eb1972d008831769731200","ophelia.jephson0048@contoso-health.com","Jephson, Ophelia B","04f20cf3-1610-5311-b3c1-d3c7d55337e8"
"7447ef4e-c1b4-6237-2081-e9a10977124a","7447ef4e-c1b4-6237-2081-e9a10977124a1769731200","helena.braithwaite0049@contoso-health.com","Braithwaite, Helena L","80062a9d-3f39-5601-897e-c676a66867df"
"c88b23dd-5043-8ec2-f01b-c3e922811bf9","c88b23dd-5043-8ec2-f01b-c3e922811bf91769731200","konstantin.galbraith0050@contoso-health.com","Galbraith, Konstantin F","80062a9d-3f39-5601-897e-c676a66867df"
"2b628bc6-2b26-69d5-0475-02f36503ed73","2b628bc6-2b26-69d5-0475-02f36503ed731769731200","orlando.kingsmill0051@contoso-health.com","Kingsmill, Orlando E","80062a9d-3f39-5601-897e-c676a66867df"
"fd352160-aa97-2edc-a1f6-7c7d8e65ddeb","fd352160-aa97-2edc-a1f6-7c7d8e65ddeb1769731200","norbert.ufford0052@contoso-health.com","Ufford, Norbert W","80062a9d-3f39-5601-897e-c676a66867df"
"e132cc5e-877b-c73d-f6d5-9385dced605e","e132cc5e-877b-c73d-f6d5-9385dced605e1769731200","wendell.fairbrother0053@contoso-health.com","Fairbrother, Wendell S","04f20cf3-1610-5311-b3c1-d3c7d55337e8"
"f02462ad-8b0a-5980-9b47-e9783e7e6843","f02462ad-8b0a-5980-9b47-e9783e7e68431769731200","alastair.clevedon0054@contoso-health.com","Clevedon, Alastair R","80062a9d-3f39-5601-897e-c676a66867df"
"38568998-c349-f69d-11a6-5b4e6226ee24","38568998-c349-f69d-11a6-5b4e6226ee241769731200","zephyrine.blackwood0055@contoso-health.com","Blackwood, Zephyrine E","80062a9d-3f39-5601-897e-c676a66867df"
"c7d6e6d8-5f00-63d4-d894-859fd48f094a","c7d6e6d8-5f00-63d4-d894-859fd48f094a1769731200","horatio.beauchamp0056@contoso-health.com","Beauchamp, Horatio R","80062a9d-3f39-5601-897e-c676a66867df"
"2090a70a-0890-e106-6247-2aadfd98b3d3","2090a70a-0890-e106-6247-2aadfd98b3d31769731200","arthur.naseby0057@contoso-health.com","Naseby, Arthur O","04f20cf3-1610-5311-b3c1-d3c7d55337e8"
"987d018f-7b90-26e1-19b8-e9675b0923ee","987d018f-7b90-26e1-19b8-e9675b0923ee1769731200","rupert.langdale0058@contoso-health.com","Langdale, Rupert B","80062a9d-3f39-5601-897e-c676a66867df"
"1f48a056-1965-3dcd-1aba-751f9a6b5214","1f48a056-1965-3dcd-1aba-751f9a6b52141769731200","peregrine.balfour0059@contoso-health.com","Balfour, Peregrine F","80062a9d-3f39-5601-897e-c676a66867df"
"71e69728-3c1d-ad64-fb0c-de8af6f037fe","71e69728-3c1d-ad64-fb0c-de8af6f037fe1769731200","ignatius.stanhope0060@contoso-health.com","Stanhope, Ignatius I","80062a9d-3f39-5601-897e-c676a66867df"
"55474b18-f43c-7c66-a947-5ca206a098a3","55474b18-f43c-7c66-a947-5ca206a098a31769731200","odette.eastgate0061@contoso-health.com","Eastgate, Odette B","04f20cf3-1610-5311-b3c1-d3c7d55337e8"
"b6bed84b-f9c7-70ae-48af-19b8d3abf5e6","b6bed84b-f9c7-70ae-48af-19b8d3abf5e61769731200","callista.ulverston0062@contoso-health.com","Ulverston, Callista G","80062a9d-3f39-5601-897e-c676a66867df"
"2e111460-3f5c-f31f-bd51-f2556f5d5595","2e111460-3f5c-f31f-bd51-f2556f5d55951769731200","tobias.ecclestone0063@contoso-health.com","Ecclestone, Tobias O","80062a9d-3f39-5601-897e-c676a66867df"
"df556a37-8f78-4da2-8516-254f5f4b816f","df556a37-8f78-4da2-8516-254f5f4b816f1769731200","vivienne.lonsdale0064@contoso-health.com","Lonsdale, Vivienne L","80062a9d-3f39-5601-897e-c676a66867df"
"9701b4ba-2c9f-6847-3e80-43af3fc7a361","9701b4ba-2c9f-6847-3e80-43af3fc7a3611769731200","peregrine.carmichael0065@contoso-health.com","Carmichael, Peregrine F","80062a9d-3f39-5601-897e-c676a66867df"
"08cb6a05-3018-f7f9-ee8f-b3a96c6ec3bd","08cb6a05-3018-f7f9-ee8f-b3a96c6ec3bd1769731200","kingsley.garforth0066@contoso-health.com","Garforth, Kingsley G","d9286b9b-17f0-5683-b9a0-130b32d39123"
"1002dc32-d926-dfe2-2d73-f221c10edbca","1002dc32-d926-dfe2-2d73-f221c10edbca1769731200","percival.ingoldsby0067@contoso-health.com","Ingoldsby, Percival G","80062a9d-3f39-5601-897e-c676a66867df"
"21df4867-5fb1-0ab3-62c1-7d8111157a26","21df4867-5fb1-0ab3-62c1-7d8111157a261769731200","bexley.hollingsworth0068@contoso-health.com","Hollingsworth, Bexley H","80062a9d-3f39-5601-897e-c676a66867df"
"1ae2e909-be71-51fc-ba8c-de7630daf11c","1ae2e909-be71-51fc-ba8c-de7630daf11c1769731200","wilhelmina.dewhurst0069@contoso-health.com","Dewhurst, Wilhelmina K","80062a9d-3f39-5601-897e-c676a66867df"
"28e33646-1f76-9412-cfa2-dd417cc07f32","28e33646-1f76-9412-cfa2-dd417cc07f321769731200","adelaide.foxcroft0070@contoso-health.com","Foxcroft, Adelaide P","80062a9d-3f39-5601-897e-c676a66867df"
"5cfb9897-19aa-3852-4aad-100798b6b57a","5cfb9897-19aa-3852-4aad-100798b6b57a1769731200","lachlan.wainwright0071@contoso-health.com","Wainwright, Lachlan R","04f20cf3-1610-5311-b3c1-d3c7d55337e8"
"e81bdfe2-f981-2491-e91d-a06fc74ec0ef","e81bdfe2-f981-2491-e91d-a06fc74ec0ef1769731200","nathaniel.verity0072@contoso-health.com","Verity, Nathaniel G","80062a9d-3f39-5601-897e-c676a66867df"
"d7dfca66-0e32-7043-e71f-59ed5d1d36b6","d7dfca66-0e32-7043-e71f-59ed5d1d36b61769731200","yolanda.fitzgerald0073@contoso-health.com","Fitzgerald, Yolanda D","04f20cf3-1610-5311-b3c1-d3c7d55337e8"
"dcc992af-696f-d9f9-bde1-77346ab40394","dcc992af-696f-d9f9-bde1-77346ab403941769731200","una.haddonfield0074@contoso-health.com","Haddonfield, Una O","80062a9d-3f39-5601-897e-c676a66867df"
"35c484f3-217a-85ee-6664-7f5512ddbdf4","35c484f3-217a-85ee-6664-7f5512ddbdf41769731200","callista.fairweather0075@contoso-health.com","Fairweather, Callista K","80062a9d-3f39-5601-897e-c676a66867df"
"c35d7862-5a45-ed9f-f8f9-d04bdf84e5e9","c35d7862-5a45-ed9f-f8f9-d04bdf84e5e91769731200","lavinia.quarrington0076@contoso-health.com","Quarrington, Lavinia P","80062a9d-3f39-5601-897e-c676a66867df"
"6b7742ea-2428-204d-292c-9271d9f37aa7","6b7742ea-2428-204d-292c-9271d9f37aa71769731200","vernon.rutherford0077@contoso-health.com","Rutherford, Vernon S","80062a9d-3f39-5601-897e-c676a66867df"
"97e74bda-f82c-055a-8972-6db53074a610","97e74bda-f82c-055a-8972-6db53074a6101769731200","cassian.bexworth0078@contoso-health.com","Bexworth, Cassian G","04f20cf3-1610-5311-b3c1-d3c7d55337e8"
"25c03d21-5c21-e772-a8e6-2e1bb9121475","25c03d21-5c21-e772-a8e6-2e1bb91214751769731200","wilhelmina.stanhope0079@contoso-health.com","Stanhope, Wilhelmina B","80062a9d-3f39-5601-897e-c676a66867df"
"bf024d21-eca1-b23d-aa7d-ff6844c7f42d","bf024d21-eca1-b23d-aa7d-ff6844c7f42d1769731200","everard.garrowby0080@contoso-health.com","Garrowby, Everard O","80062a9d-3f39-5601-897e-c676a66867df"
"cf972327-de30-5259-ec46-0c64e7d636eb","cf972327-de30-5259-ec46-0c64e7d636eb1769731200","garrick.brocklehurst0081@contoso-health.com","Brocklehurst, Garrick S","80062a9d-3f39-5601-897e-c676a66867df"
"120088c4-8ffd-57b6-2adf-5949a79d6e6e","120088c4-8ffd-57b6-2adf-5949a79d6e6e1769731200","wendell.brentwood0082@contoso-health.com","Brentwood, Wendell W","80062a9d-3f39-5601-897e-c676a66867df"
"5774a97b-036e-84b4-37d8-06db7ced3371","5774a97b-036e-84b4-37d8-06db7ced33711769731200","vernon.tremayne0083@contoso-health.com","Tremayne, Vernon J","04f20cf3-1610-5311-b3c1-d3c7d55337e8"
"71a4f892-5c98-94ce-2124-d75a3667aef3","71a4f892-5c98-94ce-2124-d75a3667aef31769731200","everard.featherstone0084@contoso-health.com","Featherstone, Everard I","04f20cf3-1610-5311-b3c1-d3c7d55337e8"
"dda159be-d634-8e29-9f14-70c5c3d55c8f","dda159be-d634-8e29-9f14-70c5c3d55c8f1769731200","desmond.redmayne0085@contoso-health.com","Redmayne, Desmond H","04f20cf3-1610-5311-b3c1-d3c7d55337e8"
"16d736d4-175b-8fef-7076-b089e5f0b40a","16d736d4-175b-8fef-7076-b089e5f0b40a1769731200","anastasia.galbraith0086@contoso-health.com","Galbraith, Anastasia H","80062a9d-3f39-5601-897e-c676a66867df"
"e639fa8c-b876-ed3a-06f4-08f502ac3068","e639fa8c-b876-ed3a-06f4-08f502ac30681769731200","oliver.rossington0087@contoso-health.com","Rossington, Oliver C","04f20cf3-1610-5311-b3c1-d3c7d55337e8"
"2e16b105-ae87-c736-484f-4b3c904cb345","2e16b105-ae87-c736-484f-4b3c904cb3451769731200","humphrey.beauchamp0088@contoso-health.com","Beauchamp, Humphrey O","04f20cf3-1610-5311-b3c1-d3c7d55337e8"
"06fda4b3-1f44-f658-6d69-7e0e7266c5f0","06fda4b3-1f44-f658-6d69-7e0e7266c5f01769731200","percival.ravensworth0089@contoso-health.com","Ravensworth, Percival I","04f20cf3-1610-5311-b3c1-d3c7d55337e8"
"d0c3e9ec-e4a2-57b4-8029-2b0678e257bb","d0c3e9ec-e4a2-57b4-8029-2b0678e257bb1769731200","nathaniel.newbold0090@contoso-health.com","Newbold, Nathaniel I","80062a9d-3f39-5601-897e-c676a66867df"
"3f7e314a-ce12-1375-47b3-0c37beebe4fe","3f7e314a-ce12-1375-47b3-0c37beebe4fe1769731200","zephyrine.marchetti0091@contoso-health.com","Marchetti, Zephyrine L","d9286b9b-17f0-5683-b9a0-130b32d39123"
"9236fead-9941-6e88-992e-d29c67e7fd75","9236fead-9941-6e88-992e-d29c67e7fd751769731200","camilla.attenborough0092@contoso-health.com","Attenborough, Camilla D","80062a9d-3f39-5601-897e-c676a66867df"
"d908d4e8-ae2a-cbfa-8aac-002f7a5930bf","d908d4e8-ae2a-cbfa-8aac-002f7a5930bf1769731200","fenella.vale0093@contoso-health.com","Vale, Fenella P","80062a9d-3f39-5601-897e-c676a66867df"
"2779184b-eada-e5bc-021e-06de38d8a84e","2779184b-eada-e5bc-021e-06de38d8a84e1769731200","ophelia.leverton0094@contoso-health.com","Leverton, Ophelia L","80062a9d-3f39-5601-897e-c676a66867df"
"9fba2048-b152-ba93-91ad-973957d858d0","9fba2048-b152-ba93-91ad-973957d858d01769731200","prudence.kenworthy0095@contoso-health.com","Kenworthy, Prudence W","80062a9d-3f39-5601-897e-c676a66867df"
"d2bcc4b1-525e-52a6-8005-becf82ee4967","d2bcc4b1-525e-52a6-8005-becf82ee49671769731200","anastasia.fairholme0096@contoso-health.com","Fairholme, Anastasia F","80062a9d-3f39-5601-897e-c676a66867df"
"9c6869a4-928f-ae27-6692-a43fffff9aaf","9c6869a4-928f-ae27-6692-a43fffff9aaf1769731200","lachlan.mainwaring0097@contoso-health.com","Mainwaring, Lachlan F","80062a9d-3f39-5601-897e-c676a66867df"
"640b1d4a-0596-c954-5497-fdab75fb62da","640b1d4a-0596-c954-5497-fdab75fb62da1769731200","drusilla.hepplewhite0098@contoso-health.com","Hepplewhite, Drusilla D","80062a9d-3f39-5601-897e-c676a66867df"
"4aaa4787-8ef4-a41e-7f4a-058bbbca2700","4aaa4787-8ef4-a41e-7f4a-058bbbca27001769731200","marianne.darlington0099@contoso-health.com","Darlington, Marianne K","80062a9d-3f39-5601-897e-c676a66867df"
"7ddf0c14-a053-3541-ef97-a5b957746b53","7ddf0c14-a053-3541-ef97-a5b957746b531769731200","nathaniel.thackeray0100@contoso-health.com","Thackeray, Nathaniel C","80062a9d-3f39-5601-897e-c676a66867df"
"72d2a0f4-d00b-841c-8926-b1af4c08b8f6","72d2a0f4-d00b-841c-8926-b1af4c08b8f61769731200","zephyrine.marchetti0101@contoso-health.com","Marchetti, Zephyrine W","04f20cf3-1610-5311-b3c1-d3c7d55337e8"
"2bbab43e-4897-a371-b519-e6ea30d72aff","2bbab43e-4897-a371-b519-e6ea30d72aff1769731200","hermione.vanbrugh0102@contoso-health.com","Vanbrugh, Hermione A","80062a9d-3f39-5601-897e-c676a66867df"
"d59b8422-83b1-8236-3c89-4b47d91ffd6c","d59b8422-83b1-8236-3c89-4b47d91ffd6c1769731200","lettice.entwistle0103@contoso-health.com","Entwistle, Lettice E","80062a9d-3f39-5601-897e-c676a66867df"
"07816538-3b44-f819-6a17-664e913ed451","07816538-3b44-f819-6a17-664e913ed4511769731200","helena.macallister0104@contoso-health.com","Macallister, Helena C","80062a9d-3f39-5601-897e-c676a66867df"
"6057971e-e371-84bc-5501-ab924dae639e","6057971e-e371-84bc-5501-ab924dae639e1769731200","zelda.tunnicliffe0105@contoso-health.com","Tunnicliffe, Zelda J","80062a9d-3f39-5601-897e-c676a66867df"
"a8566aa7-9fbd-3264-0ce2-debecef71f88","a8566aa7-9fbd-3264-0ce2-debecef71f881769731200","beatrice.wetherby0106@contoso-health.com","Wetherby, Beatrice C","80062a9d-3f39-5601-897e-c676a66867df"
"7091e5dc-ea34-b1d2-7f46-62811ee44612","7091e5dc-ea34-b1d2-7f46-62811ee446121769731200","rhiannon.galbraith0107@contoso-health.com","Galbraith, Rhiannon J","80062a9d-3f39-5601-897e-c676a66867df"
"a0e4371c-7285-7e91-aea2-f3a5afe9c523","a0e4371c-7285-7e91-aea2-f3a5afe9c5231769731200","sybilla.kembleford0108@contoso-health.com","Kembleford, Sybilla L","80062a9d-3f39-5601-897e-c676a66867df"
"d7dc5de2-2776-35d3-2503-6f8048e4d163","d7dc5de2-2776-35d3-2503-6f8048e4d1631769731200","nicola.higginbotham0109@contoso-health.com","Higginbotham, Nicola P","80062a9d-3f39-5601-897e-c676a66867df"
"cecd6110-e0e9-fb93-e0e6-37437e9a9689","cecd6110-e0e9-fb93-e0e6-37437e9a96891769731200","ignatius.mallinson0110@contoso-health.com","Mallinson, Ignatius M","80062a9d-3f39-5601-897e-c676a66867df"
"bf5ff443-85da-8270-b71c-8359f9df7310","bf5ff443-85da-8270-b71c-8359f9df73101769731200","ernest.ivorson0111@contoso-health.com","Ivorson, Ernest A","04f20cf3-1610-5311-b3c1-d3c7d55337e8"
"ab264ded-c8be-c3e7-c7c6-30f8660557f4","ab264ded-c8be-c3e7-c7c6-30f8660557f41769731200","rafferty.hawksworth0112@contoso-health.com","Hawksworth, Rafferty R","80062a9d-3f39-5601-897e-c676a66867df"
"ba6401a2-88c3-73b6-dc4e-05a839f6d0bb","ba6401a2-88c3-73b6-dc4e-05a839f6d0bb1769731200","vanessa.ainsworth0113@contoso-health.com","Ainsworth, Vanessa G","80062a9d-3f39-5601-897e-c676a66867df"
"d772eac7-1215-cd70-53e8-330dd2664a12","d772eac7-1215-cd70-53e8-330dd2664a121769731200","tobias.jellicoe0114@contoso-health.com","Jellicoe, Tobias D","80062a9d-3f39-5601-897e-c676a66867df"
"601788d7-73fc-d93a-a293-3319d26c3213","601788d7-73fc-d93a-a293-3319d26c32131769731200","wilhelmina.ulverston0115@contoso-health.com","Ulverston, Wilhelmina K","d9286b9b-17f0-5683-b9a0-130b32d39123"
"47d04f20-8dab-d37c-12a6-68f5003792e6","47d04f20-8dab-d37c-12a6-68f5003792e61769731200","theodora.crowhurst0116@contoso-health.com","Crowhurst, Theodora M","80062a9d-3f39-5601-897e-c676a66867df"
"db8ffe92-213a-7101-06bd-ccdd82469413","db8ffe92-213a-7101-06bd-ccdd824694131769731200","camilla.beauchamp0117@contoso-health.com","Beauchamp, Camilla G","80062a9d-3f39-5601-897e-c676a66867df"
"9f66702a-dc36-69ad-6cf5-ffc9b3a0f2d3","9f66702a-dc36-69ad-6cf5-ffc9b3a0f2d31769731200","cassian.micklethwait0118@contoso-health.com","Micklethwait, Cassian M","80062a9d-3f39-5601-897e-c676a66867df"
"1d539f99-6d7d-4318-b5f9-256383764062","1d539f99-6d7d-4318-b5f9-2563837640621769731200","clementine.cattermole0119@contoso-health.com","Cattermole, Clementine H","80062a9d-3f39-5601-897e-c676a66867df"
